Scenario_ID,n,mean_aligned,mean_generic,mean_difference
S1_Student_Exchange,57,4.421052631578948,2.9649122807017543,1.4561403508771935
S2_Tuition_Payment,57,4.31140350877193,3.263157894736842,1.0482456140350878
S3_Wi-Fi_Access,57,4.385964912280702,3.245614035087719,1.140350877192983
S4_Suspicious_Email,57,4.307017543859649,3.6535087719298245,0.6535087719298245
S5_Attendance_Policy,57,4.228070175438597,3.3333333333333335,0.8947368421052633
S6_Elective_Courses,57,4.105263157894737,3.6710526315789473,0.4342105263157898
